"id_mensagem","id_atendimento","conteudo_texto","data_hora_envio","remetente_tipo","tipo_analise"
2761,134,"Falta uns 15 km","2025-12-22 17:27:27","Cliente",NULL
2768,132,"Pegamos muita chuva na estrada","2025-12-22 17:27:35","Cliente",NULL
2769,133,"Pegamos muita chuva na estrada","2025-12-22 17:27:35","Cliente",NULL
2770,134,"Pegamos muita chuva na estrada","2025-12-22 17:27:35","Cliente",NULL
2777,102,"To atrasado","2025-12-22 17:42:19","Cliente",NULL
2778,103,"To atrasado","2025-12-22 17:42:19","Cliente",NULL
2783,102,"Pode ser as 19?","2025-12-22 17:42:33","Cliente",NULL
2784,103,"Pode ser as 19?","2025-12-22 17:42:33","Cliente",NULL
2789,51,"Cliente me mandou mensagem agora","2025-12-22 17:49:45","Atendente",NULL
2791,102,"Posso chegar umas 17 e 30","2025-12-22 17:49:51","Cliente",NULL
2792,103,"Posso chegar umas 17 e 30","2025-12-22 17:49:51","Cliente",NULL
2797,51,"Que tá atrasado","2025-12-22 17:50:16","Atendente",NULL
2799,45,"E aí","2025-12-22 17:51:39","Cliente",NULL
2802,45,"Vem ou não?","2025-12-22 17:51:51","Cliente",NULL
2805,45,"Cliente mandou mensagem agora","2025-12-22 17:52:17","Atendente",NULL
2807,45,"Que só vai conseguir chegar umas 19h","2025-12-22 17:52:22","Atendente",NULL
2809,45,"Só que eu tenho compromisso às 19h20","2025-12-22 17:52:30","Atendente",NULL
2811,51,"Beleza","2025-12-22 17:52:42","Atendente",NULL
2813,45,"Tá","2025-12-22 17:52:56","Cliente",NULL
2816,102,"Pode","2025-12-22 17:53:06","Cliente",NULL
2817,103,"Pode","2025-12-22 17:53:06","Cliente",NULL
2822,45,"Teu cliente tem troca?","2025-12-22 17:53:08","Cliente",NULL
2825,45,"Sim","2025-12-22 17:53:13","Atendente",NULL
2827,45,"O Sandro tá aqui pra ver a troca","2025-12-22 17:53:19","Cliente",NULL
2830,45,"O Claiton pediu pro Sandro ir pra avaliar","2025-12-22 17:53:19","Atendente",NULL
2832,45,"Ah ta","2025-12-22 17:53:26","Cliente",NULL
2835,45,"Blz","2025-12-22 17:53:27","Cliente",NULL
2838,45,"Ele tá aqui","2025-12-22 17:53:44","Cliente",NULL
2841,45,"👀","2025-12-22 17:53:47","Cliente",NULL
2844,45,"Diz que o cliente teve um imprevisto","2025-12-22 17:54:17","Atendente",NULL
2846,45,"E mudou pra amanh","2025-12-22 17:54:19","Atendente",NULL
2848,45,"Tá","2025-12-22 17:54:35","Cliente",NULL
2851,45,"Vou avisar ele","2025-12-22 17:54:39","Cliente",NULL
2854,45,"Aí amanhã o Claiton já vai estar aí","2025-12-22 17:54:47","Atendente",NULL
2856,45,"E ele vai comigo","2025-12-22 17:54:53","Atendente",NULL
2858,132,"Simm 🙏","2025-12-22 18:07:13","Cliente",NULL
2859,133,"Simm 🙏","2025-12-22 18:07:13","Cliente",NULL
2860,134,"Simm 🙏","2025-12-22 18:07:13","Cliente",NULL
2867,45,"Blz","2025-12-22 18:18:36","Cliente",NULL
2870,132,"","2025-12-22 21:23:27.58","Cliente",NULL
2871,133,"","2025-12-22 21:23:27.581","Cliente",NULL
2872,134,"","2025-12-22 21:23:27.581","Cliente",NULL
2873,135,"Olá! Quero comprar o Chevrolet Onix com a Snick Motors!","2025-12-22 19:12:38","Cliente",NULL
2874,136,"Olá! Quero comprar o Chevrolet Onix com a Snick Motors!","2025-12-22 19:12:38","Cliente",NULL
2875,137,"Olá! Quero comprar o Chevrolet Onix com a Snick Motors!","2025-12-22 19:12:38","Cliente",NULL
2876,117,"Gostei desse, como ficaria 100% financiado?","2025-12-18 15:03:10","Cliente",NULL
2877,118,"Gostei desse, como ficaria 100% financiado?","2025-12-18 15:03:10","Cliente",NULL
2878,119,"Gostei desse, como ficaria 100% financiado?","2025-12-18 15:03:10","Cliente",NULL
2882,138,"Olá! De que cidade é a loja","2025-12-22 20:02:23","Cliente",NULL
2883,139,"Olá! De que cidade é a loja","2025-12-22 20:02:23","Cliente",NULL
2884,45,"Bah eu não vi nada","2025-12-22 20:29:40","Cliente",NULL
2886,45,"Mas ele quer fazer auê por uma lâmpada de 2 pila","2025-12-22 20:29:54","Cliente",NULL
2888,45,"Mas eu não vi mesmo","2025-12-22 20:30:02","Cliente",NULL
2890,45,"Por incrível que pareça foi um carro que a gente mexeu pouco","2025-12-22 20:30:21","Cliente",NULL
2892,45,"Não manobra, mas não saiu mesmo","2025-12-22 20:30:42","Cliente",NULL
2894,45,"Sim","2025-12-22 20:30:55","Atendente",NULL
2895,45,"Só manobra, mas não saiu mesmo","2025-12-22 20:30:55","Cliente",NULL
2896,51,"Ninguém andou","2025-12-22 20:51:38","Cliente",NULL
2898,51,"No carro","2025-12-22 20:51:42","Cliente",NULL
2900,51,"Só pra manobrar na loja","2025-12-22 20:52:01","Cliente",NULL
2902,140,"Olá! Quero comprar a Meriva com a Snick Motors!","2025-12-22 20:54:01","Cliente",NULL
2903,140,"Aceita outro  ba trocs","2025-12-22 20:54:10","Cliente",NULL
2904,142,"Aceita outro  ba trocs","2025-12-22 20:54:10","Cliente",NULL
2905,141,"Olá! Quero comprar a Meriva com a Snick Motors!","2025-12-22 20:54:01","Cliente",NULL
2906,144,"Olá! Quero comprar o Siena com a Snick Motors!","2025-12-23 07:36:54","Cliente",NULL
2907,143,"Olá! Quero comprar o Siena com a Snick Motors!","2025-12-23 07:36:54","Cliente",NULL
2908,145,"Olá! Quero comprar a Meriva com a Snick Motors!","2025-12-23 07:49:17","Cliente",NULL
2910,145,"Ok","2025-12-23 10:59:44","Cliente",NULL
2912,145,"Espero","2025-12-23 11:01:10","Cliente",NULL
2914,112,"Dieta e bom né .kkkkk,","2025-12-23 11:18:40","Cliente",NULL
2916,110,"Dieta e bom né .kkkkk,","2025-12-23 11:18:40","Cliente",NULL
2917,111,"Dieta e bom né .kkkkk,","2025-12-23 11:18:40","Cliente",NULL
2920,112,"Siena","2025-12-23 11:18:47","Cliente",NULL
2921,110,"Siena","2025-12-23 11:18:47","Cliente",NULL
2922,111,"Siena","2025-12-23 11:18:47","Cliente",NULL
2926,112,"Meu corretor as vezes me derruba","2025-12-23 11:19:03","Cliente",NULL
2927,110,"Meu corretor as vezes me derruba","2025-12-23 11:19:03","Cliente",NULL
2928,111,"Meu corretor as vezes me derruba","2025-12-23 11:19:03","Cliente",NULL
2932,51,"Só tenho esse","2025-12-23 11:22:56","Atendente",NULL
2933,143,"Sim","2025-12-23 11:27:24","Cliente",NULL
2934,144,"Sim","2025-12-23 11:27:24","Cliente",NULL
2937,138,"Ok obrigada","2025-12-23 11:33:39","Cliente",NULL
2939,139,"Ok obrigada","2025-12-23 11:33:39","Cliente",NULL
2941,112,"Sou de Viamào","2025-12-23 11:43:01","Cliente",NULL
2943,110,"Sou de Viamào","2025-12-23 11:43:01","Cliente",NULL
2945,111,"Sou de Viamào","2025-12-23 11:43:01","Cliente",NULL
2947,135,"Isso","2025-12-23 11:48:48","Cliente",NULL
2948,136,"Isso","2025-12-23 11:48:48","Cliente",NULL
2949,137,"Isso","2025-12-23 11:48:48","Cliente",NULL
2953,135,"Se possível","2025-12-23 11:48:49","Cliente",NULL
2954,136,"Se possível","2025-12-23 11:48:49","Cliente",NULL
2955,137,"Se possível","2025-12-23 11:48:49","Cliente",NULL
2959,140,"Meriva05","2025-12-23 12:59:00","Cliente",NULL
2961,141,"Meriva05","2025-12-23 12:59:00","Cliente",NULL
2963,142,"Meriva05","2025-12-23 12:59:00","Cliente",NULL
2965,102,"Tudo certinho para hj?","2025-12-23 13:59:20","Cliente",NULL
2967,103,"Tudo certinho para hj?","2025-12-23 13:59:20","Cliente",NULL
2969,51,"Oi","2025-12-23 14:00:08","Cliente",NULL
2971,51,"Pergunta pro teu cliente se ele vai ir hoje 17:30","2025-12-23 14:00:45","Cliente",NULL
2973,51,"Estou na praia vamos ir hoje somente se ele confirmar","2025-12-23 14:01:07","Cliente",NULL
2975,147,"Olá! Quero comprar a Meriva com a Snick Motors!","2025-12-23 14:04:22","Cliente",NULL
2976,146,"Olá! Quero comprar a Meriva com a Snick Motors!","2025-12-23 14:04:22","Cliente",NULL
2977,146,"Quero uma Meriva 1.4","2025-12-23 14:04:35","Cliente",NULL
2978,147,"Quero uma Meriva 1.4","2025-12-23 14:04:35","Cliente",NULL
2981,102,"Blz..","2025-12-23 14:06:03","Cliente",NULL
2982,103,"Blz..","2025-12-23 14:06:03","Cliente",NULL
2985,102,"Vou tentar","2025-12-23 14:06:15","Cliente",NULL
2986,103,"Vou tentar","2025-12-23 14:06:15","Cliente",NULL
2989,51,"Oi","2025-12-23 14:06:30","Atendente",NULL
2990,51,"Sim, ele vai","2025-12-23 14:06:34","Atendente",NULL
2991,51,"17:30 na loja né ?","2025-12-23 14:06:46","Cliente",NULL
2993,51,"Sim","2025-12-23 14:07:00","Atendente",NULL
2994,51,"Eu pedi pra ele tentar ir um pouco antes","2025-12-23 14:07:09","Atendente",NULL
2995,146,"Tá bom 
Mas se aparecer me avisa","2025-12-23 14:07:10","Cliente",NULL
2996,147,"Tá bom 
Mas se aparecer me avisa","2025-12-23 14:07:10","Cliente",NULL
2999,51,"As 18h30 tenho compromisso","2025-12-23 14:07:22","Atendente",NULL
3000,51,"17hr vou está na loja","2025-12-23 14:07:36","Cliente",NULL
3002,51,"Qual
 Carro ele
Quer dar de entrada mesmo","2025-12-23 14:07:57","Cliente",NULL
3004,51,"Cerato","2025-12-23 14:08:08","Atendente",NULL
3005,51,"Ele vai vê a crv preta ?","2025-12-23 14:16:35","Cliente",NULL
3007,51,"Isso","2025-12-23 16:38:12","Atendente",NULL
3008,102,"To chegando","2025-12-23 17:13:55","Cliente",NULL
3010,103,"To chegando","2025-12-23 17:13:55","Cliente",NULL
3012,51,"só 15 de entrada carro dele?","2025-12-23 17:36:31","Atendente",NULL
3014,141,"Aceita outro  ba trocs","2025-12-22 20:54:10","Cliente",NULL
3038,129,"Olá! Quero comprar a Honda CRV com a Snick Motors!","2025-12-23 20:58:00","Cliente",NULL
3040,130,"Olá! Quero comprar a Honda CRV com a Snick Motors!","2025-12-23 20:58:00","Cliente",NULL
3042,131,"Olá! Quero comprar a Honda CRV com a Snick Motors!","2025-12-23 20:58:00","Cliente",NULL
3044,149,"Olá! Quero comprar a Meriva com a Snick Motors!","2025-12-23 21:36:48","Cliente",NULL
3045,148,"Olá! Quero comprar a Meriva com a Snick Motors!","2025-12-23 21:36:48","Cliente",NULL
3046,150,"Olá! Quero comprar a Meriva com a Snick Motors!","2025-12-23 23:24:06","Cliente",NULL
3047,151,"Olá! Quero comprar a Meriva com a Snick Motors!","2025-12-23 23:24:06","Cliente",NULL
3048,150,"Gostaria de ver como fica uma simulação nessas opções","2025-12-23 23:31:17","Cliente",NULL
3050,151,"Gostaria de ver como fica uma simulação nessas opções","2025-12-23 23:31:17","Cliente",NULL
3052,150,"Vc consegue fazer ?","2025-12-23 23:31:20","Cliente",NULL
3053,151,"Vc consegue fazer ?","2025-12-23 23:31:20","Cliente",NULL
3056,150,"Mandei errado","2025-12-23 23:37:10","Cliente",NULL
3057,151,"Mandei errado","2025-12-23 23:37:10","Cliente",NULL
3060,150,"Esses é de vcs?","2025-12-23 23:37:23","Cliente",NULL
3061,151,"Esses é de vcs?","2025-12-23 23:37:23","Cliente",NULL
3064,129,"Bom dia","2025-12-24 09:20:42","Cliente",NULL
3066,130,"Bom dia","2025-12-24 09:20:42","Cliente",NULL
3068,131,"Bom dia","2025-12-24 09:20:42","Cliente",NULL
3070,150,"Podemos fazer uma simulação","2025-12-24 09:43:40","Cliente",NULL
3071,151,"Podemos fazer uma simulação","2025-12-24 09:43:40","Cliente",NULL
3074,135,"Qual a quilometragem dele ?","2025-12-24 10:23:15","Cliente",NULL
3076,135,"E o valor ?","2025-12-24 10:23:15","Cliente",NULL
3077,136,"E o valor ?","2025-12-24 10:23:15","Cliente",NULL
3078,136,"Qual a quilometragem dele ?","2025-12-24 10:23:15","Cliente",NULL
3079,137,"Qual a quilometragem dele ?","2025-12-24 10:23:15","Cliente",NULL
3082,137,"E o valor ?","2025-12-24 10:23:15","Cliente",NULL
3086,135,"Qual os horários de atendemento de vocês ?","2025-12-24 11:12:38","Cliente",NULL
3088,136,"Qual os horários de atendemento de vocês ?","2025-12-24 11:12:38","Cliente",NULL
3089,137,"Qual os horários de atendemento de vocês ?","2025-12-24 11:12:38","Cliente",NULL
3092,152,"Olá! Quero comprar a BMW X4 com a Snick Motors!","2025-12-24 12:27:14","Cliente",NULL
3093,153,"Olá! Quero comprar a BMW X4 com a Snick Motors!","2025-12-24 12:27:14","Cliente",NULL
3094,153,".boa tarde","2025-12-24 12:41:46","Cliente",NULL
3095,152,".boa tarde","2025-12-24 12:41:46","Cliente",NULL
3098,153,"Poderia mandar as fotos","2025-12-24 12:41:52","Cliente",NULL
3099,152,"Poderia mandar as fotos","2025-12-24 12:41:52","Cliente",NULL
3102,153,"E vídeo pra eu olhar","2025-12-24 12:42:01","Cliente",NULL
3103,152,"E vídeo pra eu olhar","2025-12-24 12:42:01","Cliente",NULL
3106,153,"Meu amigo","2025-12-24 12:42:08","Cliente",NULL
3107,152,"Meu amigo","2025-12-24 12:42:08","Cliente",NULL
3110,154,"Olá! Quero sim...","2025-12-24 12:45:14","Cliente",NULL
3111,155,"Olá! Quero sim...","2025-12-24 12:45:14","Cliente",NULL
3112,156,"Olá! Quero comprar o Siena com a Snick Motors!","2025-12-24 12:51:52","Cliente",NULL
3114,157,"Olá! Quero comprar o Siena com a Snick Motors!","2025-12-24 13:03:02","Cliente",NULL
3115,158,"Olá! Quero comprar o Siena com a Snick Motors!","2025-12-24 13:03:02","Cliente",NULL
3116,160,"Olá! Quero comprar o Siena com a Snick Motors!","2025-12-24 13:58:23","Cliente",NULL
3117,159,"Olá! Quero comprar o Siena com a Snick Motors!","2025-12-24 13:58:23","Cliente",NULL
3118,159,"Olá! Quero comprar o Siena com a Snick Motors!","2025-12-24 13:58:39","Cliente",NULL
3119,160,"Olá! Quero comprar o Siena com a Snick Motors!","2025-12-24 13:58:39","Cliente",NULL
3122,156,"Olá! Quero comprar o Siena com a Snick Motors!","2025-12-24 14:20:35","Cliente",NULL
3130,161,"Teste","2026-01-14 13:05:56","Cliente",NULL
3131,162,"Teste","2026-01-14 12:59:30","Cliente",NULL
3132,163,"Teste","2026-01-14 13:06:13","Cliente",NULL
3133,165,"teste","2026-01-14 13:07:54","Cliente",NULL
3134,164,"Teste","2026-01-14 12:59:22","Cliente",NULL
3135,161,"teste","2026-01-14 13:12:35","Cliente",NULL
3136,162,"teste","2026-01-14 13:12:35","Cliente",NULL
3137,163,"teste","2026-01-14 13:12:35","Cliente",NULL
3138,164,"teste","2026-01-14 13:12:35","Cliente",NULL
3139,165,"teste","2026-01-14 13:12:35","Cliente",NULL
3140,161,"teste","2026-01-14 13:12:42","Cliente",NULL
3141,162,"teste","2026-01-14 13:12:42","Cliente",NULL
3142,163,"teste","2026-01-14 13:12:42","Cliente",NULL
3143,164,"teste","2026-01-14 13:12:42","Cliente",NULL
3144,165,"teste","2026-01-14 13:12:42","Cliente",NULL
3145,161,"teste","2026-01-14 13:13:48","Cliente",NULL
3146,162,"teste","2026-01-14 13:13:48","Cliente",NULL
3147,163,"teste","2026-01-14 13:13:48","Cliente",NULL
3148,164,"teste","2026-01-14 13:13:48","Cliente",NULL
3149,165,"teste","2026-01-14 13:13:48","Cliente",NULL
3150,161,"Encerrando a conversa","2026-01-14 13:14:06","Cliente",NULL
3151,162,"Encerrando a conversa","2026-01-14 13:14:06","Cliente",NULL
3152,163,"Encerrando a conversa","2026-01-14 13:14:06","Cliente",NULL
3153,164,"Encerrando a conversa","2026-01-14 13:14:06","Cliente",NULL
3154,165,"Encerrando a conversa","2026-01-14 13:14:06","Cliente",NULL
3155,161,"me manda uma mensagem ae tipo dizendo que vamos encerrar o atendimento","2026-01-14 13:14:53","Cliente",NULL
3156,162,"me manda uma mensagem ae tipo dizendo que vamos encerrar o atendimento","2026-01-14 13:14:53","Cliente",NULL
3157,163,"me manda uma mensagem ae tipo dizendo que vamos encerrar o atendimento","2026-01-14 13:14:53","Cliente",NULL
3158,164,"me manda uma mensagem ae tipo dizendo que vamos encerrar o atendimento","2026-01-14 13:14:53","Cliente",NULL
3159,165,"me manda uma mensagem ae tipo dizendo que vamos encerrar o atendimento","2026-01-14 13:14:53","Cliente",NULL
3160,161,"Ok","2026-01-14 13:15:26","Cliente",NULL
3161,162,"Ok","2026-01-14 13:15:26","Cliente",NULL
3162,163,"Ok","2026-01-14 13:15:26","Cliente",NULL
3163,164,"Ok","2026-01-14 13:15:26","Cliente",NULL
3164,165,"Ok","2026-01-14 13:15:26","Cliente",NULL
3165,161,"Teste1","2026-01-14 13:16:12","Cliente",NULL
3166,162,"Teste1","2026-01-14 13:16:12","Cliente",NULL
3167,163,"Teste1","2026-01-14 13:16:12","Cliente",NULL
3168,164,"Teste1","2026-01-14 13:16:12","Cliente",NULL
3169,165,"Teste1","2026-01-14 13:16:12","Cliente",NULL
3170,161,"Teste2","2026-01-14 13:16:43","Cliente",NULL
3171,162,"Teste2","2026-01-14 13:16:43","Cliente",NULL
3172,163,"Teste2","2026-01-14 13:16:43","Cliente",NULL
3173,164,"Teste2","2026-01-14 13:16:43","Cliente",NULL
3174,165,"Teste2","2026-01-14 13:16:43","Cliente",NULL
3175,166,"Cachoeirinha","2026-01-14 13:19:01","Cliente",NULL
3176,166,"Sim,bem conservado","2026-01-14 13:21:28","Cliente",NULL
3177,166,"Sou terceiro dono peguei na Kaizen ele. Com 99 mil km","2026-01-14 13:21:39","Cliente",NULL
3178,166,"Ele tá anunciado acima da fipe","2026-01-14 13:21:49","Cliente",NULL
3179,166,"Qual seria o negócio","2026-01-14 13:21:56","Cliente",NULL
3180,166,"Isso esse aí","2026-01-14 13:23:21","Cliente",NULL
3181,166,"110 mil km","2026-01-14 13:23:26","Cliente",NULL
3182,166,"Só que tá anunciado a 439","2026-01-14 13:23:32","Cliente",NULL
3183,166,"Meu é só a fipe posso chega ,porque ele tá bem conservado e os preço são tudo acima da fipe né","2026-01-14 13:25:21","Cliente",NULL
3184,166,"Mandei todas","2026-01-14 13:26:48","Cliente",NULL
3185,166,"Pode","2026-01-14 13:26:53","Cliente",NULL
3186,166,"Ta ok","2026-01-14 13:28:39","Cliente",NULL
3187,166,"Ele tem um detalhe no pára-choque na parte de baixo mais é bem pouca coisa","2026-01-14 13:28:52","Cliente",NULL
3188,166,"Vou pedir foto pra minha esposa e te mando","2026-01-14 13:28:58","Cliente",NULL
3189,167,"Olá","2026-01-14 14:06:24","Cliente",NULL
3190,167,"Sobre o Fit","2026-01-14 14:06:27","Cliente",NULL
3191,167,"Sou de Viamão","2026-01-14 14:09:28","Cliente",NULL
3192,167,"Fez 110 mil agora","2026-01-14 14:20:13","Cliente",NULL
3193,167,"Troquei o óleo final de semana","2026-01-14 14:20:20","Cliente",NULL
3194,167,"Ba pior que não consigo entregar original","2026-01-14 14:31:36","Cliente",NULL
3195,167,"Tenho as molas aqui caso queira trocar","2026-01-14 14:31:44","Cliente",NULL
3196,167,"Não tenho ferramenta para troca","2026-01-14 14:31:50","Cliente",NULL
3197,168,"Bom dia Júlia!","2026-01-14 14:38:38","Cliente",NULL
3198,168,"Sou dono do Onix","2026-01-14 14:38:48","Cliente",NULL
3199,168,"Qual a situação sobre essa intermediação?","2026-01-14 14:39:11","Cliente",NULL
3200,168,"Me chamo João Vargas","2026-01-14 14:39:28","Cliente",NULL
3201,169,"Meu Deus","2026-01-14 14:41:54","Cliente",NULL
3202,169,"Que loucura","2026-01-14 14:41:57","Cliente",NULL
3203,168,"Sim, está quitado e no meu nome","2026-01-14 15:09:15","Cliente",NULL
3204,168,"Posso te mandar sim","2026-01-14 15:09:24","Cliente",NULL
3205,168,"O que seria a situação caso ele queria ficar com o carro?","2026-01-14 15:09:42","Cliente",NULL
3206,168,"Eu digo de valor de comissão ou vcs colocam em cima um valor","2026-01-14 15:10:00","Cliente",NULL
3207,168,"Jbr4c43","2026-01-14 15:10:18","Cliente",NULL
3208,168,"A Fipe dele","2026-01-14 15:12:49","Cliente",NULL
3209,168,"Ele está anunciado por 85,9k","2026-01-14 15:13:33","Cliente",NULL
3210,168,"Tem uma margem a tal","2026-01-14 15:13:37","Cliente",NULL
3211,168,"Mas vamos falando","2026-01-14 15:13:41","Cliente",NULL
3212,168,"Não","2026-01-14 15:13:43","Cliente",NULL
3213,168,"83,9k","2026-01-14 15:14:13","Cliente",NULL
3214,168,"Sim sim","2026-01-14 15:15:22","Cliente",NULL
3215,168,"Entendi","2026-01-14 15:15:25","Cliente",NULL
3216,168,"Fala com ele e me avise","2026-01-14 15:15:32","Cliente",NULL
3217,168,"Que eu levo na data pra mostrar pra ele","2026-01-14 15:15:42","Cliente",NULL
3218,168,"Não","2026-01-14 15:28:28","Cliente",NULL
3219,168,"Modelo 23","2026-01-14 15:28:59","Cliente",NULL
3220,168,"Fabr. 22","2026-01-14 15:29:06","Cliente",NULL
3221,170,"Oii","2026-01-14 16:22:49","Cliente",NULL
3222,170,"Tudo certo","2026-01-14 16:22:54","Cliente",NULL
3223,170,"Eu vi as foto sim","2026-01-14 16:23:10","Cliente",NULL
3224,171,"Lindo , mas está  um valor elevado pelo ano.","2026-01-14 16:39:59","Cliente",NULL
3225,170,"Sim miito","2026-01-14 16:52:43","Cliente",NULL
3226,170,"Estou pesquisando preços ainda","2026-01-14 16:53:22","Cliente",NULL
3227,170,"Qual o valor mesmo?","2026-01-14 16:54:53","Cliente",NULL
3228,170,"Entendi","2026-01-14 16:55:17","Cliente",NULL
3229,170,"Esse é o tal três cilindros","2026-01-14 16:55:33","Cliente",NULL
3230,170,"Pode ser , por favor","2026-01-14 16:57:07","Cliente",NULL
3231,170,"Tá bom.vou dar mais umas olhadas no mercado","2026-01-14 17:00:23","Cliente",NULL
3232,170,"Tenho u..prisma vc pega na troca","2026-01-14 17:00:50","Cliente",NULL
3233,170,"Ok","2026-01-14 17:01:13","Cliente",NULL
3234,170,"Qualquer coisa eu te chamo pode ser?","2026-01-14 17:01:26","Cliente",NULL
3235,170,"Obrigado 
Boa tarde pra sra","2026-01-14 17:02:15","Cliente",NULL
3236,167,"Se ela quiser eu troco as molas","2026-01-14 17:11:32","Cliente",NULL
3237,167,"Ok","2026-01-14 17:39:38","Cliente",NULL
3238,166,"Esses dois detalhe que tem","2026-01-14 18:57:51","Cliente",NULL
3239,172,"Olá! Quero comprar o Mitsubishi Pajero com a Snick Motors.","2026-01-14 21:24:06","Cliente",NULL
3240,173,"Olá! Quero comprar o Chevrolet Cruze com a Snick Motors.","2026-01-14 22:20:02","Cliente",NULL
3241,173,"Qual o valor?","2026-01-14 22:20:18","Cliente",NULL
3242,174,"Manda foto","2026-01-15 04:28:58","Cliente",NULL
3243,172,"Bom dia","2026-01-15 08:46:49","Cliente",NULL
3244,172,"Está disponível ainda?","2026-01-15 08:46:57","Cliente",NULL
3245,172,"Claro","2026-01-15 08:47:02","Cliente",NULL
3246,172,"Sabe o km?","2026-01-15 09:03:14","Cliente",NULL
3247,172,"Oq ouve na palanca da tração ?","2026-01-15 09:03:27","Cliente",NULL
3248,172,"Ata","2026-01-15 09:08:07","Cliente",NULL
3249,172,"Achei q tinha","2026-01-15 09:08:11","Cliente",NULL
3250,172,"Por isso","2026-01-15 09:08:36","Cliente",NULL
3251,172,"Tá bem obg","2026-01-15 09:49:47","Cliente",NULL
3252,172,"Sim sim","2026-01-15 09:53:02","Cliente",NULL
3253,175,"Bom dia Julia, tudo bem e com você?","2026-01-15 09:56:37","Cliente",NULL
3254,175,"pode ir mandando por aqui mesmo","2026-01-15 09:56:41","Cliente",NULL
3255,176,"Bom dia.","2026-01-15 10:05:47","Cliente",NULL
3256,172,"Teria alguma coisa?","2026-01-15 10:13:05","Cliente",NULL
3257,172,"Tá bem obg","2026-01-15 10:15:48","Cliente",NULL
3258,175,"Oi Júlia, preciso do dossiê de cada veículo completo…

Documento do carro e dados do cliente…pode ser o contrato que vocês fazem quando pegam o consignado","2026-01-15 10:26:03","Cliente",NULL
3259,175,"mas manda por carro…pra gente não se perder…","2026-01-15 10:26:13","Cliente",NULL
3260,175,"Documento e contrato carro tal….

depois do outro","2026-01-15 10:26:29","Cliente",NULL
3261,175,"ou imprime os documentos que mano buscar se ficar melhor","2026-01-15 10:26:46","Cliente",NULL
3262,175,"ok…","2026-01-15 10:26:52","Cliente",NULL
3263,175,"depois então agente alinha","2026-01-15 10:26:57","Cliente",NULL
3264,177,"Oi Julia","2026-01-15 10:35:37","Cliente",NULL
3265,177,"Sim, por favor","2026-01-15 10:35:41","Cliente",NULL
3266,168,"Bom dia!","2026-01-15 10:36:31","Cliente",NULL
3267,168,"Se fechar a visita com teu cliente, tem que me avisar antes pra me organizar pra levar, tá.","2026-01-15 10:37:10","Cliente",NULL
3268,168,"Sim, eu só não consigo deixar o carro parado na garagem","2026-01-15 10:38:56","Cliente",NULL
3269,168,"Mas eu sou bem de boa, chamou eu levo pra mostrar","2026-01-15 10:39:11","Cliente",NULL
3270,168,"Sim","2026-01-15 10:40:49","Cliente",NULL
3271,168,"Taa","2026-01-15 10:42:42","Cliente",NULL
3272,168,"Eu acho que amanhã vou precisar ir a Canoas","2026-01-15 10:42:54","Cliente",NULL
3273,168,"Vou me organizar pra ir com carro lavado, aí passo ai","2026-01-15 10:43:11","Cliente",NULL
3274,168,"Mas se não for amanhã, segunda eu vou","2026-01-15 10:43:19","Cliente",NULL
3275,177,"Tenho interesse numa kicks nao num onix","2026-01-15 10:43:24","Cliente",NULL
3276,51,"Tem que por 10 a cima mesmo tu viu","2026-01-15 10:53:39","Cliente",NULL
3277,51,"Eles gostam de ser iludidos não adianta","2026-01-15 10:53:49","Cliente",NULL
3278,51,"Não sei aonde tá o doc","2026-01-15 10:54:30","Cliente",NULL
3279,51,"Desse carro","2026-01-15 10:54:33","Cliente",NULL
3280,178,"Olá! Quero comprar o Mitsubishi Pajero com a Snick Motors.","2026-01-15 11:17:21","Cliente",NULL
3281,5,"Oi","2026-01-15 11:18:09","Cliente",NULL
3282,5,"Bom dia","2026-01-15 11:18:12","Cliente",NULL
3283,5,"Tá bom","2026-01-15 11:18:14","Cliente",NULL
3284,51,"Não podemos marcar esse
Doc","2026-01-15 11:18:26","Cliente",NULL
3285,51,"Tem q ser o do nome da loja","2026-01-15 11:18:33","Cliente",NULL
3286,178,"Oi Júlia, tudo bem? Fui pausar o anúncio pra ler e acabei clicando mas pode sim","2026-01-15 11:18:39","Cliente",NULL
3287,178,"Estamos procurando uma bença dessa aí","2026-01-15 11:18:48","Cliente",NULL
3288,5,"O que","2026-01-15 11:19:50","Cliente",NULL
3289,179,"Olá! Quero comprar o Onix com a Snick Motors.","2026-01-15 11:30:19","Cliente",NULL
3290,179,"Pode me mandar todas as fotos por favor","2026-01-15 11:30:25","Cliente",NULL
3291,179,"E a configuração","2026-01-15 11:30:31","Cliente",NULL
3292,179,"Onix plus","2026-01-15 11:33:59","Cliente",NULL
3293,179,"Não tem o plus","2026-01-15 11:46:47","Cliente",NULL
3294,177,"obrigada","2026-01-15 11:51:08","Cliente",NULL
3295,180,"Olá! Quero comprar o Mitsubishi Pajero com a Snick Motors.","2026-01-15 12:12:13","Cliente",NULL
3296,180,"Na verdade","2026-01-15 12:12:24","Cliente",NULL
3297,180,"Vocês teriam um modelo mais novo da Pajero","2026-01-15 12:12:33","Cliente",NULL
3298,178,"Tá linda! Queremos pra colocar barraca em cima","2026-01-15 13:16:27","Cliente",NULL
3299,178,"Vamos passar na loja dar uma olhadinha","2026-01-15 13:16:34","Cliente",NULL
